,filename,label
677,D:\data-version-control\data\raw\train\n03445777\n03445777_607.JPEG,golf ball
678,D:\data-version-control\data\raw\train\n03445777\n03445777_6134.JPEG,golf ball
679,D:\data-version-control\data\raw\train\n03445777\n03445777_6158.JPEG,golf ball
680,D:\data-version-control\data\raw\train\n03445777\n03445777_6173.JPEG,golf ball
681,D:\data-version-control\data\raw\train\n03445777\n03445777_6188.JPEG,golf ball
682,D:\data-version-control\data\raw\train\n03445777\n03445777_6195.JPEG,golf ball
683,D:\data-version-control\data\raw\train\n03445777\n03445777_6215.JPEG,golf ball
684,D:\data-version-control\data\raw\train\n03445777\n03445777_624.JPEG,golf ball
685,D:\data-version-control\data\raw\train\n03445777\n03445777_6265.JPEG,golf ball
686,D:\data-version-control\data\raw\train\n03445777\n03445777_6275.JPEG,golf ball
687,D:\data-version-control\data\raw\train\n03445777\n03445777_6276.JPEG,golf ball
688,D:\data-version-control\data\raw\train\n03445777\n03445777_6315.JPEG,golf ball
689,D:\data-version-control\data\raw\train\n03445777\n03445777_6324.JPEG,golf ball
690,D:\data-version-control\data\raw\train\n03445777\n03445777_6335.JPEG,golf ball
691,D:\data-version-control\data\raw\train\n03445777\n03445777_6347.JPEG,golf ball
692,D:\data-version-control\data\raw\train\n03445777\n03445777_637.JPEG,golf ball
693,D:\data-version-control\data\raw\train\n03445777\n03445777_6383.JPEG,golf ball
694,D:\data-version-control\data\raw\train\n03445777\n03445777_6384.JPEG,golf ball
695,D:\data-version-control\data\raw\train\n03445777\n03445777_6388.JPEG,golf ball
696,D:\data-version-control\data\raw\train\n03445777\n03445777_6396.JPEG,golf ball
697,D:\data-version-control\data\raw\train\n03445777\n03445777_6397.JPEG,golf ball
698,D:\data-version-control\data\raw\train\n03445777\n03445777_6399.JPEG,golf ball
699,D:\data-version-control\data\raw\train\n03445777\n03445777_6415.JPEG,golf ball
700,D:\data-version-control\data\raw\train\n03445777\n03445777_6416.JPEG,golf ball
701,D:\data-version-control\data\raw\train\n03445777\n03445777_6427.JPEG,golf ball
702,D:\data-version-control\data\raw\train\n03445777\n03445777_6435.JPEG,golf ball
703,D:\data-version-control\data\raw\train\n03445777\n03445777_646.JPEG,golf ball
704,D:\data-version-control\data\raw\train\n03445777\n03445777_6465.JPEG,golf ball
705,D:\data-version-control\data\raw\train\n03445777\n03445777_6489.JPEG,golf ball
706,D:\data-version-control\data\raw\train\n03445777\n03445777_6515.JPEG,golf ball
707,D:\data-version-control\data\raw\train\n03445777\n03445777_6516.JPEG,golf ball
708,D:\data-version-control\data\raw\train\n03445777\n03445777_6534.JPEG,golf ball
709,D:\data-version-control\data\raw\train\n03445777\n03445777_6537.JPEG,golf ball
710,D:\data-version-control\data\raw\train\n03445777\n03445777_6539.JPEG,golf ball
711,D:\data-version-control\data\raw\train\n03445777\n03445777_654.JPEG,golf ball
712,D:\data-version-control\data\raw\train\n03445777\n03445777_6545.JPEG,golf ball
713,D:\data-version-control\data\raw\train\n03445777\n03445777_6548.JPEG,golf ball
714,D:\data-version-control\data\raw\train\n03445777\n03445777_6574.JPEG,golf ball
715,D:\data-version-control\data\raw\train\n03445777\n03445777_6594.JPEG,golf ball
716,D:\data-version-control\data\raw\train\n03445777\n03445777_6606.JPEG,golf ball
717,D:\data-version-control\data\raw\train\n03445777\n03445777_663.JPEG,golf ball
718,D:\data-version-control\data\raw\train\n03445777\n03445777_6637.JPEG,golf ball
719,D:\data-version-control\data\raw\train\n03445777\n03445777_6644.JPEG,golf ball
720,D:\data-version-control\data\raw\train\n03445777\n03445777_6656.JPEG,golf ball
721,D:\data-version-control\data\raw\train\n03445777\n03445777_6658.JPEG,golf ball
722,D:\data-version-control\data\raw\train\n03445777\n03445777_6759.JPEG,golf ball
723,D:\data-version-control\data\raw\train\n03445777\n03445777_6785.JPEG,golf ball
724,D:\data-version-control\data\raw\train\n03445777\n03445777_6789.JPEG,golf ball
725,D:\data-version-control\data\raw\train\n03445777\n03445777_679.JPEG,golf ball
726,D:\data-version-control\data\raw\train\n03445777\n03445777_6794.JPEG,golf ball
727,D:\data-version-control\data\raw\train\n03445777\n03445777_6807.JPEG,golf ball
728,D:\data-version-control\data\raw\train\n03445777\n03445777_6809.JPEG,golf ball
729,D:\data-version-control\data\raw\train\n03445777\n03445777_6848.JPEG,golf ball
730,D:\data-version-control\data\raw\train\n03445777\n03445777_6854.JPEG,golf ball
731,D:\data-version-control\data\raw\train\n03445777\n03445777_6856.JPEG,golf ball
732,D:\data-version-control\data\raw\train\n03445777\n03445777_6859.JPEG,golf ball
733,D:\data-version-control\data\raw\train\n03445777\n03445777_6908.JPEG,golf ball
734,D:\data-version-control\data\raw\train\n03445777\n03445777_6918.JPEG,golf ball
735,D:\data-version-control\data\raw\train\n03445777\n03445777_6925.JPEG,golf ball
736,D:\data-version-control\data\raw\train\n03445777\n03445777_6926.JPEG,golf ball
737,D:\data-version-control\data\raw\train\n03445777\n03445777_6949.JPEG,golf ball
738,D:\data-version-control\data\raw\train\n03445777\n03445777_7015.JPEG,golf ball
739,D:\data-version-control\data\raw\train\n03445777\n03445777_7059.JPEG,golf ball
740,D:\data-version-control\data\raw\train\n03445777\n03445777_7064.JPEG,golf ball
741,D:\data-version-control\data\raw\train\n03445777\n03445777_7086.JPEG,golf ball
742,D:\data-version-control\data\raw\train\n03445777\n03445777_7095.JPEG,golf ball
743,D:\data-version-control\data\raw\train\n03445777\n03445777_7118.JPEG,golf ball
744,D:\data-version-control\data\raw\train\n03445777\n03445777_7146.JPEG,golf ball
745,D:\data-version-control\data\raw\train\n03445777\n03445777_7147.JPEG,golf ball
746,D:\data-version-control\data\raw\train\n03445777\n03445777_715.JPEG,golf ball
747,D:\data-version-control\data\raw\train\n03445777\n03445777_7154.JPEG,golf ball
748,D:\data-version-control\data\raw\train\n03445777\n03445777_7168.JPEG,golf ball
749,D:\data-version-control\data\raw\train\n03445777\n03445777_7174.JPEG,golf ball
750,D:\data-version-control\data\raw\train\n03445777\n03445777_7178.JPEG,golf ball
751,D:\data-version-control\data\raw\train\n03445777\n03445777_7184.JPEG,golf ball
752,D:\data-version-control\data\raw\train\n03445777\n03445777_7196.JPEG,golf ball
753,D:\data-version-control\data\raw\train\n03445777\n03445777_7203.JPEG,golf ball
754,D:\data-version-control\data\raw\train\n03445777\n03445777_7208.JPEG,golf ball
755,D:\data-version-control\data\raw\train\n03445777\n03445777_7228.JPEG,golf ball
756,D:\data-version-control\data\raw\train\n03445777\n03445777_723.JPEG,golf ball
757,D:\data-version-control\data\raw\train\n03445777\n03445777_7238.JPEG,golf ball
758,D:\data-version-control\data\raw\train\n03445777\n03445777_724.JPEG,golf ball
759,D:\data-version-control\data\raw\train\n03445777\n03445777_7243.JPEG,golf ball
760,D:\data-version-control\data\raw\train\n03445777\n03445777_7255.JPEG,golf ball
761,D:\data-version-control\data\raw\train\n03445777\n03445777_7277.JPEG,golf ball
762,D:\data-version-control\data\raw\train\n03445777\n03445777_7283.JPEG,golf ball
763,D:\data-version-control\data\raw\train\n03445777\n03445777_7286.JPEG,golf ball
764,D:\data-version-control\data\raw\train\n03445777\n03445777_7324.JPEG,golf ball
765,D:\data-version-control\data\raw\train\n03445777\n03445777_7336.JPEG,golf ball
766,D:\data-version-control\data\raw\train\n03445777\n03445777_7395.JPEG,golf ball
767,D:\data-version-control\data\raw\train\n03445777\n03445777_7428.JPEG,golf ball
768,D:\data-version-control\data\raw\train\n03445777\n03445777_743.JPEG,golf ball
769,D:\data-version-control\data\raw\train\n03445777\n03445777_748.JPEG,golf ball
770,D:\data-version-control\data\raw\train\n03445777\n03445777_7498.JPEG,golf ball
771,D:\data-version-control\data\raw\train\n03445777\n03445777_75.JPEG,golf ball
772,D:\data-version-control\data\raw\train\n03445777\n03445777_7524.JPEG,golf ball
773,D:\data-version-control\data\raw\train\n03445777\n03445777_7538.JPEG,golf ball
774,D:\data-version-control\data\raw\train\n03445777\n03445777_755.JPEG,golf ball
775,D:\data-version-control\data\raw\train\n03445777\n03445777_7557.JPEG,golf ball
776,D:\data-version-control\data\raw\train\n03445777\n03445777_7563.JPEG,golf ball
777,D:\data-version-control\data\raw\train\n03445777\n03445777_7566.JPEG,golf ball
778,D:\data-version-control\data\raw\train\n03445777\n03445777_759.JPEG,golf ball
779,D:\data-version-control\data\raw\train\n03445777\n03445777_7616.JPEG,golf ball
780,D:\data-version-control\data\raw\train\n03445777\n03445777_7634.JPEG,golf ball
781,D:\data-version-control\data\raw\train\n03445777\n03445777_7645.JPEG,golf ball
782,D:\data-version-control\data\raw\train\n03445777\n03445777_7647.JPEG,golf ball
783,D:\data-version-control\data\raw\train\n03445777\n03445777_7665.JPEG,golf ball
784,D:\data-version-control\data\raw\train\n03445777\n03445777_7666.JPEG,golf ball
785,D:\data-version-control\data\raw\train\n03445777\n03445777_768.JPEG,golf ball
786,D:\data-version-control\data\raw\train\n03445777\n03445777_7686.JPEG,golf ball
787,D:\data-version-control\data\raw\train\n03445777\n03445777_7687.JPEG,golf ball
788,D:\data-version-control\data\raw\train\n03445777\n03445777_7729.JPEG,golf ball
789,D:\data-version-control\data\raw\train\n03445777\n03445777_7739.JPEG,golf ball
790,D:\data-version-control\data\raw\train\n03445777\n03445777_7744.JPEG,golf ball
791,D:\data-version-control\data\raw\train\n03445777\n03445777_775.JPEG,golf ball
792,D:\data-version-control\data\raw\train\n03445777\n03445777_7756.JPEG,golf ball
793,D:\data-version-control\data\raw\train\n03445777\n03445777_7758.JPEG,golf ball
794,D:\data-version-control\data\raw\train\n03445777\n03445777_7767.JPEG,golf ball
795,D:\data-version-control\data\raw\train\n03445777\n03445777_7776.JPEG,golf ball
796,D:\data-version-control\data\raw\train\n03445777\n03445777_7794.JPEG,golf ball
797,D:\data-version-control\data\raw\train\n03445777\n03445777_7797.JPEG,golf ball
798,D:\data-version-control\data\raw\train\n03445777\n03445777_7808.JPEG,golf ball
799,D:\data-version-control\data\raw\train\n03445777\n03445777_7827.JPEG,golf ball
800,D:\data-version-control\data\raw\train\n03445777\n03445777_785.JPEG,golf ball
801,D:\data-version-control\data\raw\train\n03445777\n03445777_7853.JPEG,golf ball
802,D:\data-version-control\data\raw\train\n03445777\n03445777_7855.JPEG,golf ball
803,D:\data-version-control\data\raw\train\n03445777\n03445777_7857.JPEG,golf ball
804,D:\data-version-control\data\raw\train\n03445777\n03445777_7864.JPEG,golf ball
805,D:\data-version-control\data\raw\train\n03445777\n03445777_7915.JPEG,golf ball
806,D:\data-version-control\data\raw\train\n03445777\n03445777_7919.JPEG,golf ball
807,D:\data-version-control\data\raw\train\n03445777\n03445777_7939.JPEG,golf ball
808,D:\data-version-control\data\raw\train\n03445777\n03445777_7945.JPEG,golf ball
809,D:\data-version-control\data\raw\train\n03445777\n03445777_7947.JPEG,golf ball
810,D:\data-version-control\data\raw\train\n03445777\n03445777_7948.JPEG,golf ball
811,D:\data-version-control\data\raw\train\n03445777\n03445777_795.JPEG,golf ball
812,D:\data-version-control\data\raw\train\n03445777\n03445777_7965.JPEG,golf ball
813,D:\data-version-control\data\raw\train\n03445777\n03445777_8004.JPEG,golf ball
814,D:\data-version-control\data\raw\train\n03445777\n03445777_8007.JPEG,golf ball
815,D:\data-version-control\data\raw\train\n03445777\n03445777_8015.JPEG,golf ball
816,D:\data-version-control\data\raw\train\n03445777\n03445777_8016.JPEG,golf ball
817,D:\data-version-control\data\raw\train\n03445777\n03445777_8026.JPEG,golf ball
818,D:\data-version-control\data\raw\train\n03445777\n03445777_8048.JPEG,golf ball
819,D:\data-version-control\data\raw\train\n03445777\n03445777_8053.JPEG,golf ball
820,D:\data-version-control\data\raw\train\n03445777\n03445777_8056.JPEG,golf ball
821,D:\data-version-control\data\raw\train\n03445777\n03445777_806.JPEG,golf ball
822,D:\data-version-control\data\raw\train\n03445777\n03445777_8079.JPEG,golf ball
823,D:\data-version-control\data\raw\train\n03445777\n03445777_8085.JPEG,golf ball
824,D:\data-version-control\data\raw\train\n03445777\n03445777_8095.JPEG,golf ball
825,D:\data-version-control\data\raw\train\n03445777\n03445777_8145.JPEG,golf ball
826,D:\data-version-control\data\raw\train\n03445777\n03445777_819.JPEG,golf ball
827,D:\data-version-control\data\raw\train\n03445777\n03445777_8197.JPEG,golf ball
828,D:\data-version-control\data\raw\train\n03445777\n03445777_8209.JPEG,golf ball
829,D:\data-version-control\data\raw\train\n03445777\n03445777_8215.JPEG,golf ball
830,D:\data-version-control\data\raw\train\n03445777\n03445777_8224.JPEG,golf ball
831,D:\data-version-control\data\raw\train\n03445777\n03445777_8225.JPEG,golf ball
832,D:\data-version-control\data\raw\train\n03445777\n03445777_8266.JPEG,golf ball
833,D:\data-version-control\data\raw\train\n03445777\n03445777_8268.JPEG,golf ball
834,D:\data-version-control\data\raw\train\n03445777\n03445777_828.JPEG,golf ball
835,D:\data-version-control\data\raw\train\n03445777\n03445777_8288.JPEG,golf ball
836,D:\data-version-control\data\raw\train\n03445777\n03445777_8289.JPEG,golf ball
837,D:\data-version-control\data\raw\train\n03445777\n03445777_8315.JPEG,golf ball
838,D:\data-version-control\data\raw\train\n03445777\n03445777_833.JPEG,golf ball
839,D:\data-version-control\data\raw\train\n03445777\n03445777_8339.JPEG,golf ball
840,D:\data-version-control\data\raw\train\n03445777\n03445777_8343.JPEG,golf ball
841,D:\data-version-control\data\raw\train\n03445777\n03445777_8365.JPEG,golf ball
842,D:\data-version-control\data\raw\train\n03445777\n03445777_838.JPEG,golf ball
843,D:\data-version-control\data\raw\train\n03445777\n03445777_8394.JPEG,golf ball
844,D:\data-version-control\data\raw\train\n03445777\n03445777_8403.JPEG,golf ball
845,D:\data-version-control\data\raw\train\n03445777\n03445777_8414.JPEG,golf ball
846,D:\data-version-control\data\raw\train\n03445777\n03445777_8418.JPEG,golf ball
847,D:\data-version-control\data\raw\train\n03445777\n03445777_844.JPEG,golf ball
848,D:\data-version-control\data\raw\train\n03445777\n03445777_8446.JPEG,golf ball
849,D:\data-version-control\data\raw\train\n03445777\n03445777_8448.JPEG,golf ball
850,D:\data-version-control\data\raw\train\n03445777\n03445777_8474.JPEG,golf ball
851,D:\data-version-control\data\raw\train\n03445777\n03445777_8477.JPEG,golf ball
852,D:\data-version-control\data\raw\train\n03445777\n03445777_8484.JPEG,golf ball
853,D:\data-version-control\data\raw\train\n03445777\n03445777_8544.JPEG,golf ball
854,D:\data-version-control\data\raw\train\n03445777\n03445777_8546.JPEG,golf ball
855,D:\data-version-control\data\raw\train\n03445777\n03445777_8599.JPEG,golf ball
856,D:\data-version-control\data\raw\train\n03445777\n03445777_8616.JPEG,golf ball
857,D:\data-version-control\data\raw\train\n03445777\n03445777_8624.JPEG,golf ball
858,D:\data-version-control\data\raw\train\n03445777\n03445777_8628.JPEG,golf ball
859,D:\data-version-control\data\raw\train\n03445777\n03445777_866.JPEG,golf ball
860,D:\data-version-control\data\raw\train\n03445777\n03445777_8663.JPEG,golf ball
861,D:\data-version-control\data\raw\train\n03445777\n03445777_8677.JPEG,golf ball
862,D:\data-version-control\data\raw\train\n03445777\n03445777_8678.JPEG,golf ball
863,D:\data-version-control\data\raw\train\n03445777\n03445777_8679.JPEG,golf ball
864,D:\data-version-control\data\raw\train\n03445777\n03445777_8683.JPEG,golf ball
865,D:\data-version-control\data\raw\train\n03445777\n03445777_8694.JPEG,golf ball
866,D:\data-version-control\data\raw\train\n03445777\n03445777_8707.JPEG,golf ball
867,D:\data-version-control\data\raw\train\n03445777\n03445777_8718.JPEG,golf ball
868,D:\data-version-control\data\raw\train\n03445777\n03445777_874.JPEG,golf ball
869,D:\data-version-control\data\raw\train\n03445777\n03445777_8779.JPEG,golf ball
870,D:\data-version-control\data\raw\train\n03445777\n03445777_8797.JPEG,golf ball
871,D:\data-version-control\data\raw\train\n03445777\n03445777_8817.JPEG,golf ball
872,D:\data-version-control\data\raw\train\n03445777\n03445777_8829.JPEG,golf ball
873,D:\data-version-control\data\raw\train\n03445777\n03445777_8838.JPEG,golf ball
874,D:\data-version-control\data\raw\train\n03445777\n03445777_8839.JPEG,golf ball
875,D:\data-version-control\data\raw\train\n03445777\n03445777_8853.JPEG,golf ball
876,D:\data-version-control\data\raw\train\n03445777\n03445777_886.JPEG,golf ball
877,D:\data-version-control\data\raw\train\n03445777\n03445777_887.JPEG,golf ball
878,D:\data-version-control\data\raw\train\n03445777\n03445777_8876.JPEG,golf ball
879,D:\data-version-control\data\raw\train\n03445777\n03445777_889.JPEG,golf ball
880,D:\data-version-control\data\raw\train\n03445777\n03445777_894.JPEG,golf ball
881,D:\data-version-control\data\raw\train\n03445777\n03445777_8953.JPEG,golf ball
882,D:\data-version-control\data\raw\train\n03445777\n03445777_8954.JPEG,golf ball
883,D:\data-version-control\data\raw\train\n03445777\n03445777_8956.JPEG,golf ball
884,D:\data-version-control\data\raw\train\n03445777\n03445777_8964.JPEG,golf ball
885,D:\data-version-control\data\raw\train\n03445777\n03445777_8985.JPEG,golf ball
886,D:\data-version-control\data\raw\train\n03445777\n03445777_8986.JPEG,golf ball
887,D:\data-version-control\data\raw\train\n03445777\n03445777_899.JPEG,golf ball
888,D:\data-version-control\data\raw\train\n03445777\n03445777_9017.JPEG,golf ball
889,D:\data-version-control\data\raw\train\n03445777\n03445777_9028.JPEG,golf ball
890,D:\data-version-control\data\raw\train\n03445777\n03445777_9047.JPEG,golf ball
891,D:\data-version-control\data\raw\train\n03445777\n03445777_9056.JPEG,golf ball
892,D:\data-version-control\data\raw\train\n03445777\n03445777_909.JPEG,golf ball
893,D:\data-version-control\data\raw\train\n03445777\n03445777_9105.JPEG,golf ball
894,D:\data-version-control\data\raw\train\n03445777\n03445777_9118.JPEG,golf ball
895,D:\data-version-control\data\raw\train\n03445777\n03445777_9124.JPEG,golf ball
896,D:\data-version-control\data\raw\train\n03445777\n03445777_9133.JPEG,golf ball
897,D:\data-version-control\data\raw\train\n03445777\n03445777_9138.JPEG,golf ball
898,D:\data-version-control\data\raw\train\n03445777\n03445777_9157.JPEG,golf ball
899,D:\data-version-control\data\raw\train\n03445777\n03445777_9159.JPEG,golf ball
900,D:\data-version-control\data\raw\train\n03445777\n03445777_9179.JPEG,golf ball
901,D:\data-version-control\data\raw\train\n03445777\n03445777_9185.JPEG,golf ball
902,D:\data-version-control\data\raw\train\n03445777\n03445777_9187.JPEG,golf ball
903,D:\data-version-control\data\raw\train\n03445777\n03445777_9199.JPEG,golf ball
904,D:\data-version-control\data\raw\train\n03445777\n03445777_9207.JPEG,golf ball
905,D:\data-version-control\data\raw\train\n03445777\n03445777_9216.JPEG,golf ball
906,D:\data-version-control\data\raw\train\n03445777\n03445777_9236.JPEG,golf ball
907,D:\data-version-control\data\raw\train\n03445777\n03445777_9245.JPEG,golf ball
908,D:\data-version-control\data\raw\train\n03445777\n03445777_9248.JPEG,golf ball
909,D:\data-version-control\data\raw\train\n03445777\n03445777_9255.JPEG,golf ball
910,D:\data-version-control\data\raw\train\n03445777\n03445777_9257.JPEG,golf ball
911,D:\data-version-control\data\raw\train\n03445777\n03445777_9259.JPEG,golf ball
912,D:\data-version-control\data\raw\train\n03445777\n03445777_9265.JPEG,golf ball
913,D:\data-version-control\data\raw\train\n03445777\n03445777_9289.JPEG,golf ball
914,D:\data-version-control\data\raw\train\n03445777\n03445777_9297.JPEG,golf ball
915,D:\data-version-control\data\raw\train\n03445777\n03445777_9325.JPEG,golf ball
916,D:\data-version-control\data\raw\train\n03445777\n03445777_9344.JPEG,golf ball
917,D:\data-version-control\data\raw\train\n03445777\n03445777_936.JPEG,golf ball
918,D:\data-version-control\data\raw\train\n03445777\n03445777_9374.JPEG,golf ball
919,D:\data-version-control\data\raw\train\n03445777\n03445777_9379.JPEG,golf ball
920,D:\data-version-control\data\raw\train\n03445777\n03445777_939.JPEG,golf ball
921,D:\data-version-control\data\raw\train\n03445777\n03445777_9413.JPEG,golf ball
922,D:\data-version-control\data\raw\train\n03445777\n03445777_9436.JPEG,golf ball
923,D:\data-version-control\data\raw\train\n03445777\n03445777_9438.JPEG,golf ball
924,D:\data-version-control\data\raw\train\n03445777\n03445777_95.JPEG,golf ball
925,D:\data-version-control\data\raw\train\n03445777\n03445777_9515.JPEG,golf ball
926,D:\data-version-control\data\raw\train\n03445777\n03445777_9517.JPEG,golf ball
927,D:\data-version-control\data\raw\train\n03445777\n03445777_9543.JPEG,golf ball
928,D:\data-version-control\data\raw\train\n03445777\n03445777_9587.JPEG,golf ball
929,D:\data-version-control\data\raw\train\n03445777\n03445777_959.JPEG,golf ball
930,D:\data-version-control\data\raw\train\n03445777\n03445777_9667.JPEG,golf ball
931,D:\data-version-control\data\raw\train\n03445777\n03445777_9675.JPEG,golf ball
932,D:\data-version-control\data\raw\train\n03445777\n03445777_9688.JPEG,golf ball
933,D:\data-version-control\data\raw\train\n03445777\n03445777_9696.JPEG,golf ball
934,D:\data-version-control\data\raw\train\n03445777\n03445777_9746.JPEG,golf ball
935,D:\data-version-control\data\raw\train\n03445777\n03445777_9753.JPEG,golf ball
936,D:\data-version-control\data\raw\train\n03445777\n03445777_9787.JPEG,golf ball
937,D:\data-version-control\data\raw\train\n03445777\n03445777_9793.JPEG,golf ball
938,D:\data-version-control\data\raw\train\n03445777\n03445777_9844.JPEG,golf ball
939,D:\data-version-control\data\raw\train\n03445777\n03445777_9854.JPEG,golf ball
940,D:\data-version-control\data\raw\train\n03445777\n03445777_9865.JPEG,golf ball
941,D:\data-version-control\data\raw\train\n03445777\n03445777_9888.JPEG,golf ball
942,D:\data-version-control\data\raw\train\n03445777\n03445777_9908.JPEG,golf ball
943,D:\data-version-control\data\raw\train\n03445777\n03445777_9914.JPEG,golf ball
944,D:\data-version-control\data\raw\train\n03445777\n03445777_9915.JPEG,golf ball
945,D:\data-version-control\data\raw\train\n03445777\n03445777_9939.JPEG,golf ball
946,D:\data-version-control\data\raw\train\n03445777\n03445777_9947.JPEG,golf ball
947,D:\data-version-control\data\raw\train\n03445777\n03445777_9966.JPEG,golf ball
948,D:\data-version-control\data\raw\train\n03445777\n03445777_9976.JPEG,golf ball
949,D:\data-version-control\data\raw\train\n03445777\n03445777_998.JPEG,golf ball
950,D:\data-version-control\data\raw\train\n03445777\n03445777_9993.JPEG,golf ball
951,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00002508.JPEG,parachute
952,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00002665.JPEG,parachute
953,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00004745.JPEG,parachute
954,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00007616.JPEG,parachute
955,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00009269.JPEG,parachute
956,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00009559.JPEG,parachute
957,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00009593.JPEG,parachute
958,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00009873.JPEG,parachute
959,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00010336.JPEG,parachute
960,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00010427.JPEG,parachute
961,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00011324.JPEG,parachute
962,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00013527.JPEG,parachute
963,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00015689.JPEG,parachute
964,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00015787.JPEG,parachute
965,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00016387.JPEG,parachute
966,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00017919.JPEG,parachute
967,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00018229.JPEG,parachute
968,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00018509.JPEG,parachute
969,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00019289.JPEG,parachute
970,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00020003.JPEG,parachute
971,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00020698.JPEG,parachute
972,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00022496.JPEG,parachute
973,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00022638.JPEG,parachute
974,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00023107.JPEG,parachute
975,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00026575.JPEG,parachute
976,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00029149.JPEG,parachute
977,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00030583.JPEG,parachute
978,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00031035.JPEG,parachute
979,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00031268.JPEG,parachute
980,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00034544.JPEG,parachute
981,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00039045.JPEG,parachute
982,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00041706.JPEG,parachute
983,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00041925.JPEG,parachute
984,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00047147.JPEG,parachute
985,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00047705.JPEG,parachute
986,D:\data-version-control\data\raw\train\n03888257\ILSVRC2012_val_00047778.JPEG,parachute
987,D:\data-version-control\data\raw\train\n03888257\n03888257_10014.JPEG,parachute
988,D:\data-version-control\data\raw\train\n03888257\n03888257_10037.JPEG,parachute
989,D:\data-version-control\data\raw\train\n03888257\n03888257_10044.JPEG,parachute
990,D:\data-version-control\data\raw\train\n03888257\n03888257_10063.JPEG,parachute
991,D:\data-version-control\data\raw\train\n03888257\n03888257_10068.JPEG,parachute
992,D:\data-version-control\data\raw\train\n03888257\n03888257_10079.JPEG,parachute
993,D:\data-version-control\data\raw\train\n03888257\n03888257_10106.JPEG,parachute
994,D:\data-version-control\data\raw\train\n03888257\n03888257_10136.JPEG,parachute
995,D:\data-version-control\data\raw\train\n03888257\n03888257_10157.JPEG,parachute
996,D:\data-version-control\data\raw\train\n03888257\n03888257_10166.JPEG,parachute
997,D:\data-version-control\data\raw\train\n03888257\n03888257_10263.JPEG,parachute
998,D:\data-version-control\data\raw\train\n03888257\n03888257_10315.JPEG,parachute
999,D:\data-version-control\data\raw\train\n03888257\n03888257_10345.JPEG,parachute
1000,D:\data-version-control\data\raw\train\n03888257\n03888257_10364.JPEG,parachute
1001,D:\data-version-control\data\raw\train\n03888257\n03888257_10464.JPEG,parachute
1002,D:\data-version-control\data\raw\train\n03888257\n03888257_10476.JPEG,parachute
1003,D:\data-version-control\data\raw\train\n03888257\n03888257_10495.JPEG,parachute
1004,D:\data-version-control\data\raw\train\n03888257\n03888257_10499.JPEG,parachute
1005,D:\data-version-control\data\raw\train\n03888257\n03888257_10564.JPEG,parachute
1006,D:\data-version-control\data\raw\train\n03888257\n03888257_10568.JPEG,parachute
1007,D:\data-version-control\data\raw\train\n03888257\n03888257_10639.JPEG,parachute
1008,D:\data-version-control\data\raw\train\n03888257\n03888257_10645.JPEG,parachute
1009,D:\data-version-control\data\raw\train\n03888257\n03888257_10653.JPEG,parachute
1010,D:\data-version-control\data\raw\train\n03888257\n03888257_10703.JPEG,parachute
1011,D:\data-version-control\data\raw\train\n03888257\n03888257_10708.JPEG,parachute
1012,D:\data-version-control\data\raw\train\n03888257\n03888257_1074.JPEG,parachute
1013,D:\data-version-control\data\raw\train\n03888257\n03888257_10744.JPEG,parachute
